Province,region1,region2,name,Address,latitude,longitude
Alberta,EDMONTON,,ACE PHARMACY,2747 182 ST SW,53.411345,-113.635807
Alberta,EDMONTON,,PHARMASAVE #3042,2631 151 AVE NW,53.615548,-113.378955
Alberta,CAMROSE,,CAMROSE GUARDIAN DRUGS,109-4819 68 ST,53.019313,-112.85798
Alberta,CALGARY,,BRIDGEDALE PHARMACY,1010 1 AVE  NE,51.053428,-114.040193
Alberta,CALGARY,,PRIMECARE PHARMACY & COMPOUNDING,313-17 AVE SW,51.037879,-114.069293
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 115,15819 87 AVE NW,53.519184,-113.595552
Alberta,CALGARY,,RUNDLE PHARMACY,11-3735 RUNDLEHORN DR NE,51.071512,-113.97887
Alberta,ST ALBERT,,SOBEYS PHARMACY #3101,392 ST. ALBERT RD,53.64397,-113.628443
Alberta,CALGARY,,SAFEWAY PHARMACY #8812,813 11 AVE SW,51.042527,-114.07972
Alberta,SPRUCE GROVE,,SHOPPERS DRUG MART #341,WESTLAND MALL,53.542823,-113.914592
Alberta,CALGARY,,UNIVERSAL HEALTH PHARMACY #10,113-8555 SCURFIELD DR NW,51.120535,-114.211649
Alberta,OLDS,,PREFERREDRX PHARMACY,1-4601 50 AVE,51.794792,-114.103074
Alberta,EDMONTON,,SAVE-ON-FOODS PHARMACY #6672-LEWIS ESTATES,1264 WEBBER GREENS DR NW,53.529887,-113.68602
Alberta,EDMONTON,,HILLVIEW PHARMACY,303 WOODVALE RD W NW,53.468097,-113.431725
Alberta,EDMONTON,,MEDICINE MARKET PHARMACY,726 91 ST SW,53.426697,-113.475008
Alberta,EDMONTON,,WAL-MART PHARMACY #1148,WESTMOUNT SHOPPING CENTRE,53.563227,-113.553375
Alberta,EDMONTON,,BURNEWOOD SQUARE PHARMACY,3416 43 AVE NW,53.481154,-113.39417
Alberta,EDMONTON,,CO-OP PHARMACY HAWKSTONE LESSARD,18370 LESSARD RD NW,53.486117,-113.643739
Alberta,EDMONTON,,LOBLAW PHARMACY #1566,4950 137 AVE,53.59864,-113.411122
Alberta,EDMONTON,,WELL AND TRULY RX,101-13025 ST. ALBERT TR NW,53.590166,-113.564044
Alberta,SYLVAN LAKE,,PELICAN PLACE PHARMACY,110-10 PELICAN PL,52.299413,-114.095972
Alberta,STONY PLAIN,,MINT HEALTH + DRUGS MERIDIAN,2-4402 37 ST,53.538217,-113.982551
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 181,11-555 HAWKWOOD BLVD NW,51.130015,-114.177131
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 389,1152 137 AVE SE,50.928356,-114.028208
Alberta,CALGARY,,ROYAL CARE DOUGLASDALE PHARMACY,6-20 DOUGLAS WOODS DR SE,50.943565,-114.001993
Alberta,EDMONTON,,EDGEMONT PHARMACY,20166 LESSARD RD NW,53.477468,-113.674095
Alberta,EDMONTON,,360 SQUARE IDA PHARMACY,13202 118 AVE NW,53.571115,-113.550811
Alberta,CALGARY,,MAYFAIR PHARMACY,128-6707 ELBOW DR SW,50.993682,-114.084054
Alberta,CALGARY,,THE CORNER DRUG STORE INC,602 8 AVE SE,51.045496,-114.050428
Alberta,EDMONTON,,MONTROSE PHARMACY,7240 118 AVE NE,53.571027,-113.451476
Alberta,LETHBRIDGE,,SAVE-ON-FOODS PHARMACY #6645,45-1240 2A AVE N,49.700537,-112.827805
Alberta,EDMONTON,,HOMESTEADER PHARMACY,590 HERMITAGE RD NW,53.586986,-113.406899
Alberta,SHERWOOD PARK,,SAFEWAY PHARMACY #8874,985 FIR ST,53.513508,-113.323712
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #3,8818 MACLEOD TR SE,50.974558,-114.06941
Alberta,EDMONTON,,MAYFIELD PHARMACY,16833 STONY PLAIN RD,53.54107,-113.612491
Alberta,EDMONTON,,WAL-MART PHARMACY #1122,16940 127 ST NW,53.631921,-113.54275
Alberta,LETHBRIDGE,,LONDON DRUGS #38,65-1240 2A AVE N,49.700319,-112.829155
Alberta,ST ALBERT,,MEDICINE SHOPPE PHARMACY 200,102-25 ST MICHAEL ST,53.634481,-113.624432
Alberta,CARSTAIRS,,CARSTAIRS FAMILY PHARMASAVE #387,120B 10 AVE S,51.565666,-114.099275
Alberta,EDMONTON,,GLENRIDDING PHARMACY,2047 163 ST SW,53.415163,-113.601103
Alberta,EDMONTON,,SAFEWAY PHARMACY #8855,MEADOWLARK MALL,53.519964,-113.589874
Alberta,CALGARY,,NEW BRIGHTON REMEDY'S RX PHARMACY & TRAVEL CLINIC,105-151 COPPERPOND BLVD SE,50.923778,-113.930851
Alberta,EDMONTON,,SAFEWAY PHARMACY #8879,500 MANNING CROSS NW,53.601395,-113.422869
Alberta,CALGARY,,SHOPPERS DRUG MART #2371,610-7 MAHOGANY PLAZA SE,50.89811,-113.940584
Alberta,CALGARY,,LOBLAW PHARMACY #1546,4700 130 AVE SE,50.933566,-113.9668
Alberta,SWAN HILLS,,REXALL #7211,4912 PLAZA AVE,54.718065,-115.400522
Alberta,OKOTOKS,,PHARMASAVE MILLIGAN DRIVE,2-100 MILLIGAN DR,50.732716,-113.966748
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 344,9559 118 AVE NW,53.570398,-113.489738
Alberta,SHERWOOD PARK,,SHERWOOD PARK METTRA PHARMACY & TRAVEL CLINIC,415-450 ORDZE RD,53.510522,-113.328503
Alberta,STONY PLAIN,,STONY PLAIN PEOPLES PHARMACY,118 GENESIS DR,53.511769,-114.004284
Alberta,EDMONTON,,HERITAGE IDA PHARMACY,2136 109 ST NW,53.453219,-113.509586
Alberta,CALGARY,,MEDILINK REMEDY'S RX PHARMACY,120-9825 FAIRMOUNT DR SE,50.964513,-114.059084
Alberta,HIGH PRAIRIE,,PHARMASAVE HIGH PRAIRIE,4801 52 AVE,55.432036,-116.489446
Alberta,EDMONTON,,HAVEN IDA PHARMACY,16426 ELLERSLIE RD SW,53.423836,-113.604874
Alberta,LETHBRIDGE,,PHARMASAVE #356,601 6 AVE S,49.691305,-112.83791
Alberta,EDMONTON,,UNIVERSITY HEALTH CENTRE PHARMACY,1-10 STUDENTS UNION BLDG,53.525434,-113.527101
Alberta,CALGARY,,SAFEWAY PHARMACY #8842,1600 90 AVE SW,50.973541,-114.096817
Alberta,EDMONTON,,GUARDIAN PHARMACY - TRAIL SOUTH,10415 51 AVE NW,53.487532,-113.49833
Alberta,ST ALBERT,,MIDTOWN APOTHECARY,100-41 ST. THOMAS ST,53.632828,-113.625985
Alberta,EDMONTON,,BOYLE STREET MEDX DRUGS,10306 95 ST NW,53.547301,-113.480002
Alberta,BLAIRMORE,,PHARMASAVE #3031,11501A 20 AVE,49.611593,-114.454777
Alberta,FORT SASKATCHEWAN,,FORT STATION PHARMACY,629-10490 98 AVE,53.711581,-113.204767
Alberta,HIGH PRAIRIE,,MEDICINE SHOPPE PHARMACY 129,4409 PLEASANTVIEW DR,55.435326,-116.479549
Alberta,EDMONTON,,ASPEN PEOPLES PHARMACY CLINIC,11823 40 AVE NW,53.4761,-113.537891
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 387,13703 93 ST NW,53.60025,-113.484649
Alberta,ST ALBERT,,FRESHCO PHARMACY #4297,300-2 HEBERT RD,53.622632,-113.605987
Alberta,CARSELAND,,PHARMASAVE CARSELAND,104 MAIN ST,50.851369,-113.467671
Alberta,STRATHMORE,,STRATHMORE VALUE DRUG MART,132 2 AVE,51.043561,-113.395813
Alberta,CALGARY,,ZENRX PHARMACY,450 14 ST NW,51.056612,-114.094329
Alberta,CALGARY,,PHARM DRUGSTORE,103A-3009 14 ST SW,51.027301,-114.095009
Alberta,EDMONTON,,ACCESS PHARMACY WEST,10085 166 ST NW,53.540569,-113.606945
Alberta,COCHRANE,,PULSE CARE PHARMACY & TRAVEL CLINIC,3104-100 HORSE CREEK RD,51.2070827,-114.5114379
Alberta,EDMONTON,,FRESHCO PHARMACY #4292,2355 17 ST NW,53.454826,-113.367644
Alberta,LEDUC,,REXALL #7212,2-5201 50 ST,53.267565,-113.551034
Alberta,EDMONTON,,SAFEWAY PHARMACY #8892,200-9499 137 AVE NW,53.598409,-113.490231
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #22,CREEKSIDE MARKET,51.161692,-114.123145
Alberta,SUNDRE,,SUNDRE FAMILY PHARMACY,12-200 MAIN AVE W,51.797669,-114.641149
Alberta,EDMONTON,,SHOPPERS DRUG MART #313,254 MEADOWLARK HEALTH CTR,53.520817,-113.59338
Alberta,EDMONTON,,SAVE-ON-FOODS PHARMACY #6673,3005 HAYS RIDGE DR SW,53.412048,-113.566258
Alberta,CAMROSE,,SAFEWAY PHARMACY #8883,200 CORNERSTONE,53.018085,-112.872363
Alberta,EDMONTON,,SAVE-ON-FOODS PHARMACY #6620 - 50TH ST MARKET,4805 167 AVE NW,53.627437,-113.408667
Alberta,ST ALBERT,,GREEN APPLE PHARMACY,23C AKINS DR,53.63048,-113.593244
Alberta,CALGARY,,PHARMASAVE GENESIS,30-7555 FALCONRIDGE BLVD NE,51.102668,-113.956732
Alberta,EDMONTON,,ACCESS PHARMACY,6255 ANDREWS LOOP SW,53.427382,-113.59021
Alberta,BARRHEAD,,BARRHEAD PEOPLES PHARMACY,B-5120 50 ST,54.121082,-114.403676
Alberta,SPRUCE GROVE,,MEDICINE SHOPPE PHARMACY 410,108-1 HAWTHORNE GATE,53.553466,-113.933568
Alberta,CALGARY,,KINSOL PHARMACY,803 1 AVE NE,51.053204,-114.045299
Alberta,EDMONTON,,SHOPPERS DRUG MART #2469,2037 111 ST NW,53.452576,-113.513859
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #27,111 SAGE VALLEY COMMON NW,51.181588,-114.157274
Alberta,ST ALBERT,,HEALTHY CHOICE PHARMACY 101,9430 MCKENNEY AVE,53.639539,-113.638955
Alberta,DRUMHELLER,,RIVERSIDE RXELLENCE,180 RIVERSIDE DR E,51.466019,-112.705077
Alberta,EDMONTON,,MEADOWLARK PHARMACY,8704A MEADOWLARK RD,53.520057,-113.596927
Alberta,EDMONTON,,SAFEWAY PHARMACY #8898,185-8330 82 AVE NW,53.519267,-113.456445
Alberta,EDMONTON,,CLAREVIEW DRUG MART,14061 VICTORIA TR NW,53.603323,-113.383768
Alberta,EDMONTON,,SAVE-ON-FOODS PHARMACY #6615,6260 199 ST NW,53.495542,-113.667198
Alberta,CALGARY,,UNIVERSAL HEALTH RANCHLANDS PHARMACY #4,137-1829 RANCHLANDS BLVD NW,51.12324,-114.19758
Alberta,CALGARY,,CALGARY DRUG MART #03,3130-11 ROYAL VISTA DR NW,51.150055,-114.206457
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 171,100-2675 36 ST NE,51.077488,-113.982586
Alberta,FORT SASKATCHEWAN,,SAFEWAY PHARMACY #8894,9450 86 AVE,53.694416,-113.211272
Alberta,MEDICINE HAT,,SOUTH COUNTRY CO-OP LIMITED @ NORTHLANDS PHARMACY,10 NORTHLANDS WAY NE,50.062949,-110.685624
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #20,1000-11595 ROCKYVALLEY DR NW,51.147733,-114.25521
Alberta,EDMONTON,,CROWBOROUGH PHARMACY,111-6055 ANDREWS WAY SW,53.429818,-113.591434
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 114,128-4211 106 ST,53.480899,-113.500109
Alberta,CALGARY,,MEDIMAX PHARMACY,240-520 3 AVE SW,51.05073,-114.068852
Alberta,CALGARY,,SANDSTONE PHARMACIES SIMONS VALLEY,6213 CENTRE ST NW,51.107884,-114.063369
Alberta,VEGREVILLE,,VEGREVILLE DRUG MART,112-4925 50 AVE,53.493927,-112.052006
Alberta,FORT MACLEOD,,FORT PHARMACY,240 24 ST,49.725594,-113.407331
Alberta,CALGARY,,CALGARY CO-OP PHARMACY #17,400-1000 HAMPTONS DR NW,51.14347,-114.129524
Alberta,COCHRANE,,LOBLAW PHARMACY #4971,210 5 AVE W,51.187791,-114.475518
Alberta,OLDS,,WAL-MART PHARMACY #1084,400-6900 46 ST,51.797998,-114.138344
Alberta,EDMONTON,,CO-OP PHARMACY CHAPPELLE,1025 CHAPPELLE BLVD SW,53.410093,-113.570002
Alberta,LETHBRIDGE,,STUBBS PHARMACY,1506 9 AVE S,49.686494,-112.820456
Alberta,CALGARY,,FALCON PHARMACY,5425 FALSBRIDGE DR NE,51.097865,-113.957576
Alberta,EDMONTON,,SHEPHERD PHARMACY,10659A 97 ST NW,53.551664,-113.489033
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 328,9122 82 AVE NW,53.518497,-113.46857
Alberta,FORT SASKATCHEWAN,,WAL-MART PHARMACY #5753,9551 87 AVE,53.697194,-113.209835
Alberta,EDMONTON,,ICARE PHARMACY WINDERMERE,101-3514 ALLAN DR SW,53.429063,-113.590951
Alberta,CALGARY,,RX PANORAMA PHARMACY,222-177 COUNTRY HILLS BLVD NW,51.148418,-114.071738
Alberta,EDMONTON,,SAFEWAY PHARMACY #8906,5110 WINDERMERE BLVD NW,53.434462,-113.599263
Alberta,SHERWOOD PARK,,SOBEYS PHARMACY #3153,688 WYE RD,53.512811,-113.271875
Alberta,EDMONTON,,HEALTH NET PHARMACY,107-6203 28 AVE NW,53.458415,-113.428869
Alberta,CALGARY,,SAVE-ON-FOODS PHARMACY #6604,225 PANTELLA HILL NW,51.16747,-114.089072
Alberta,SYLVAN LAKE,,DRUGSTORE PHARMACY #4390,70 HEWLETT PARK LANDNG,52.305744,-114.074806
Alberta,EDMONTON,,BEARSPAW FAMILY PHARMACY,1929 105 ST NW,53.448456,-113.500267
Alberta,SHERWOOD PARK,,LOBLAW PHARMACY #1567,100-410 BASELINE RD,53.542542,-113.293259
Alberta,CALGARY,,CAMBRIAN PHARMACY,9-728 NORTHMOUNT DR NW,51.082303,-114.092809
Alberta,CONSORT,,CONSORT PHARMACY,4906 50 ST,52.007572,-110.775889
Alberta,EDMONTON,,LOBLAW PHARMACY #1537,11839 26 AVE SW,53.408085,-113.537048
Alberta,EDMONTON,,PHARMACY 66,13637 66 ST NW,53.59944,-113.440431
Alberta,HERITAGE POINTE,,HERITAGE POINTE PHARMASAVE & COMPOUNDING #367,320 PINE CREEK RD,50.835455,-114.001418
Alberta,CALGARY,,SHOPPERS DRUG MART #2305,11700 SARCEE TR NW,51.15782,-114.16018
Alberta,OKOTOKS,,IDA CRYSTALRIDGE PHARMACY,106-26 CRYSTALRIDGE DR,50.723779,-113.956598
Alberta,EDMONTON,,DESROCHERS PEOPLES PHARMACY,723 DANIELS WAY SW,53.4007,-113.542568
Alberta,LETHBRIDGE,,REXALL #7517,20-12 AQUITANIA BLVD W,49.673255,-112.901793
Alberta,CALGARY,,SAFEWAY PHARMACY #8852,200 STEWART GREEN SW,51.014603,-114.167019
Alberta,EDMONTON,,A TO Z CARE PHARMACY,15956 109 AVE NW,53.554193,-113.598059
Alberta,EDMONTON,,ALBERTA AVENUE PHARMACY,9448 118 AVE NW,53.570661,-113.48706
Alberta,RIMBEY,,RIMBEY PHARMASAVE #375,4934 50 AVE,52.639907,-114.236761
Alberta,CALGARY,,UNIVERSAL PHARMACY,113-5271 MEMORIAL DR SE,51.053089,-113.956259
Alberta,EDMONTON,,GLENGARRY PHARMACY,115-12222 137 AVE NW,53.600607,-113.532978
Alberta,EDMONTON,,RITCHIE PHARMACY,9614 76 AVE NW,53.512618,-113.47733
Alberta,RED DEER,,SHOPPERS DRUG MART #2392,2A-6315 HORN ST,52.283366,-113.836559
Alberta,BEAUMONT,,SOBEYS PHARMACY #3184,5802 50 ST,53.360614,-113.417082
Alberta,EDMONTON,,NEW SPROUT PHARMACY,13328 114 AVE NW,53.564821,-113.552605
Alberta,CALGARY,,CORE PHARMACY & TRAVEL CLINIC,201-722 85 ST SW,51.066847,-114.210306
Alberta,AIRDRIE,,SANDSTONE PHARMACY AIRDRIE,25-1301 8 ST SW,51.27234,-114.025583
Alberta,EDMONTON,,DOLAR DRUGS 2,13211 132 ST NW,53.592645,-113.548483
Alberta,EDMONTON,,SOBEYS PHARMACY #3035,9611 167 AVE NW,53.629533,-113.489608
Alberta,CALGARY,,LONDON DRUGS #33,3630 BRENTWOOD RD NW,51.085049,-114.123641
Alberta,EDMONTON,,FRESHCO PHARMACY #4303,1030 WEBBER GREENS DR NW,53.524467,-113.669821
Alberta,EDMONTON,,COLES PHARMACY,168-3210 118 AVE NW,53.571679,-113.390584
Alberta,BONNYVILLE,,PHARMASAVE #325,4812 50 AVE,54.267965,-110.735693
Alberta,EDMONTON,,SAFEWAY PHARMACY #8895,10930 82 AVE NW,53.518886,-113.513419
Alberta,EDMONTON,,PURECARE PHARMACY,11516 JASPER AVE,53.541342,-113.520037
Alberta,EDMONTON,,SOBEYS PHARMACY #5190,5309 ELLERSLIE RD SW,53.424411,-113.42519
Alberta,EDMONTON,,SHOPPERS DRUG MART #2301,14135 23 AVE NW,53.453473,-113.563185
Alberta,EDMONTON,,DISPENSARIES (1991) LIMITED,202-14101 West Block Dr Nw,53.543527,-113.564504
Alberta,EDMONTON,,ORCHARDS IDA PHARMACY,2439 90B ST SW,53.410839,-113.479591
Alberta,EDMONTON,,SHOPPERS DRUG MART #302,101 LONDONDERRY MALL NW,53.601901,-113.444833
Alberta,BLAIRMORE,,TURTLE MOUNTAIN PHARMACY,7-11001 20 AVE,49.615892,-114.460324
Alberta,ST PAUL,,CORNERSTONE CO-OP PHARMACY AT ST. PAUL,3-5017 42 ST,53.992644,-111.272354
Alberta,EDMONTON,,SOBEYS PHARMACY #5169,1109 JAMES MOWATT TR SW,53.422914,-113.514503
Alberta,RED DEER,,SHOPPERS DRUG MART 326,A06-4900 MOLLY BANNISTER DR,52.245007,-113.813556
Alberta,ARROWWOOD,,ARROWWOOD PHARMACY,3-6 RAILWAY AVE W,50.737475,-113.152292
Alberta,AIRDRIE,,DRUGSTORE PHARMACY #1540,300 VETERANS BLVD NE,51.30354,-114.011086
Alberta,LEDUC,,HEALTHCHECK PHARMACY,4901 48 ST,53.264256,-113.547681
Alberta,CALGARY,,FORME PHARMACY BRIDGELAND,103-736 1 AVE NE,51.057272,-114.055269
Alberta,EDMONTON,,VIDA PHARMACY,5320 CALGARY TR NW,53.491061,-113.495769
Alberta,EDMONTON,,SCONA PHARMACY,10429 80 AVE NW,53.515982,-113.497989
Alberta,AIRDRIE,,LONDON DRUGS #84,110-2781 MAIN ST SW,51.264117,-114.007813
Alberta,DRUMHELLER,,RIVERSIDE VALUE DRUG MART,167 CENTRE ST,51.465872,-112.708064
Alberta,OKOTOKS,,SOUTHBANK REMEDY'S RX,120-158 SOUTHBANK ST,50.70591,-113.944449
Alberta,SHERWOOD PARK,,SAFEWAY PHARMACY #8924,110-2020 SHERWOOD DR,53.531134,-113.293059
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 185,8219 112 ST NW,53.518831,-113.520563
Alberta,ST ALBERT,,SHOPPERS DRUG MART #379,570-140 ST. ALBERT TR,53.621264,-113.611413
Alberta,CALGARY,,UNIVERSAL HEALTH PHARMACY #9 NORTHLAND,108B-3604 52 AVE NW,51.101133,-114.135267
Alberta,THREE HILLS,,PETER'S PHARMACY,419 MAIN ST,51.704098,-113.267965
Alberta,BLAIRMORE,,RX DRUG MART #2017,12749 20 AVE,49.608267,-114.440195
Alberta,RAYMOND,,SNOW'S PHARMACY INC.,53A BROADWAY N,49.462709,-112.661906
Alberta,DAYSLAND,,DAYSLAND PHARMACY,5023 50 ST,52.864677,-112.260111
Alberta,EDMONTON,,GRACE I.D.A. PHARMACY,14723 40 AVE NW,53.476315,-113.576291
Alberta,EDMONTON,,MCCONACHIE PHARMACY,1472 MCCONACHIE BLVD NW,53.6401,-113.441349
Alberta,BONNYVILLE,,TELLIER PHARMACY,5015 50 AVE,54.268449,-110.7417
Alberta,BROOKS,,SHOPPERS DRUG MART #2343,433 CASSILS RD W,50.57163,-111.899527
Alberta,LEDUC,,WAL-MART PHARMACY #3657,5302 DISCOVERY WAY,53.268683,-113.569704
Alberta,MAGRATH,,MAGRATH PHARMACY,80 SOUTH 1 ST W,49.415646,-112.868899
Alberta,EDMONTON,,CARERX COMPOUNDING EDMONTON,M5-9509 156 ST NW,53.531992,-113.589831
Alberta,CALGARY,,SHOPPERS DRUG MART #2403,101-600 SADDLETOWNE CIR NE,51.126037,-113.945173
Alberta,CALGARY,,SHOPPERS DRUG MART #316,356-100 ANDERSON RD SE,50.953537,-114.066746
Alberta,EDMONTON,,IDEAL CARE PHARMACY,12147 82 ST NW,53.576375,-113.466736
Alberta,CALGARY,,SUPER M DRUGS (2018),216 CENTRE ST SE,51.050785,-114.062406
Alberta,EDMONTON,,SAVE-ON-FOODS PHARMACY #6662,10368  78 AVE NW,53.514825,-113.496231
Alberta,EDMONTON,,DISPENSARIES (1991) LIMITED,CEDARS PROFESSIONAL PARK,53.460971,-113.433764
Alberta,CALGARY,,COPPERFIELD PHARMASAVE,222-15566 MCIVOR BLVD SE,50.91313,-113.949769
Alberta,AIRDRIE,,CALGARY CO-OP PHARMACY #19,100-2700 MAIN ST,51.269052,-114.005413
Alberta,EDMONTON,,STERLING DRUG MART,10215 109 ST NW,53.543608,-113.508194
Alberta,LETHBRIDGE,,MEDICINE SHOPPE PHARMACY 127,1016A 20 ST S,49.683126,-112.813221
Alberta,CALGARY,,MONTGOMERY PHARMACY,4602 BOWNESS RD NW,51.07184,-114.158859
Alberta,CALGARY,,SAVE-ON-FOODS PHARMACY #6634,8855 MACLEOD TR SW,50.974492,-114.071979
Alberta,CALGARY,,KENRON COMPOUNDING PHARMACY,110-1011 GLENMORE TR SW,50.996497,-114.08543
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 126,12-5440 4 ST NW,51.099479,-114.070351
Alberta,SHERWOOD PARK,,MINT HEALTH + DRUGS SHERWOOD,109-65 CHIPPEWA RD,53.536153,-113.323336
Alberta,LEGAL,,PHARMASAVE #312 LEGAL,4718 50 AVE,53.949391,-113.591093
Alberta,CALGARY,,PHARMASAVE ON NORTHMOUNT,4501 BRISEBOIS DR NW,51.093404,-114.127905
Alberta,CALGARY,,SAFEWAY PHARMACY #8803,399 36 ST NE,51.054224,-113.984964
Alberta,EDMONTON,,BLUE QUILL PHARMACY,108-2841 109 ST NW,53.459953,-113.509239
Alberta,EDMONTON,,WAL-MART PHARMACY #1149,156 ST & 87 AVE NW,53.520647,-113.594574
Alberta,AIRDRIE,,SAFEWAY PHARMACY #8830,TOWER LANE MALL,51.288835,-114.014075
Alberta,LETHBRIDGE,,SIX08 PHARMACY,608 5 AVE S,49.692741,-112.837636
Alberta,RED DEER,,NORTHEY REMEDY'S RX PHARMACY,190 NORTHEY AVE,52.302009,-113.826505
Alberta,CALGARY,,MEADOWS MILE PHARMACY,110-8500 BLACKFOOT TR SE,50.976615,-114.046635
Alberta,COCHRANE,,SAVE-ON-FOODS PHARMACY #6637 - COCHRANE,65 BOW ST,51.187031,-114.466045
Alberta,CALGARY,,MEDICINE SHOPPE PHARMACY 260,11-600 CROWFOOT CRES NW,51.129793,-114.203942
Alberta,EDMONTON,,SOBEYS PHARMACY #3143,5011 23 AVE NW,53.453973,-113.421821
Alberta,INNISFAIL,,SANDSTONE PHARMACIES HENDAY CENTRE,127 HENDAY CENTRE,52.029502,-113.946088
Alberta,EDMONTON,,LONDON DRUGS #45,11704 104 AVE NW,53.547637,-113.523632
Alberta,CALGARY,,SAFEWAY PHARMACY #8816,32 AVE & SHAGANNAPI TR NW,51.084728,-114.156889
Alberta,AIRDRIE,,PHARMASAVE LUXSTONE #3023,101B-2002 LUXSTONE BLVD,51.271383,-114.018015
Alberta,WESTEROSE,,LEIBEL'S PHARMACY,7B VILLAGE DR RR2,52.961273,-114.027979
Alberta,EDMONTON,,MEDICINE SHOPPE PHARMACY 345,14020 127 ST NW,53.603117,-113.542027
Alberta,EDMONTON,,CASTLEDOWNS MEDICAL & WELLNESS PHARMACY,15121 121 ST NW,53.613876,-113.530252
Alberta,SHERWOOD PARK,,MINT HEALTH + DRUGS: FESTIVAL PLACE,165-161 FESTIVAL WAY,53.527725,-113.297985
Alberta,CALGARY,,VALLEY RIDGE PHARMACY,300-11245 VALLEY RIDGE DR NW,51.091712,-114.248036
