Province,District,Facility,latitude,longitude,public_or_private
Gauteng,,Bronberrik Pharmacy,-25.869282,28.1516871,Private
Gauteng,,Bronkhorstpruit Sports Centre,-25.8077905,28.7312948,Public
Gauteng,Tshwane MM,Bronkhorstspruit Clinic,-25.809885,28.7434101,Public
Gauteng,Tshwane MM,Bronkhorstspruit Hall,-25.8084083,28.7315678,Public
Gauteng,,Bronkhorstspruit Hospital,-25.803613,28.7168704,Public
Gauteng,,Brooklyn Clicks Pharmacy,-25.7720032,28.2350511,Private
Gauteng,Tshwane MM,Brug pharmacy,-25.7228048,28.2146381,Private
Gauteng,,Busamed Modderfontein Private Hospital,-26.0756222,28.1301271,Private
Gauteng,,Calcot Dhlephu Clinic,-26.3767,28.378153,Public
Gauteng,West Rand DM,Carletonville Central Clinic,-26.35742021,27.39943904,Public
Gauteng,,Carletonville Civic Center,-26.3559433,27.3991104,Public
Gauteng,West Rand DM,Carletonville Hospital,-26.34704,27.39446,Public
Gauteng,,Carlton Centre Clicks Pharmacy,-26.2056,28.0467,Private
Gauteng,,Cavalier Abattoir,-25.62744322,28.48195537,Public
Gauteng,West Rand DM,Centenary Hall,-26.1005722,27.7731719,Public
Gauteng,Johannesburg MM,Charlotte Maxeke Hospital,-26.17409,28.04691,Public
Gauteng,Johannesburg MM,Chiawelo Community Health Centre,-26.27918034,27.86583146,Public
Gauteng,Johannesburg MM,Chris Hani Baragwanath Hospital,-26.26009,27.93799,Public
Gauteng,Johannesburg MM,Chris Hani Baragwanath Recreational Centre,-26.2603671,27.8831992,Public
Gauteng,,Chris Hani MultiPurpose Hall,-26.4943561,27.84875131,Public
Gauteng,Ekurhuleni MM,Christian Family Church,-26.1329052,28.265033,Public
Gauteng,,City of Johannesburg Metropolitan Council Pharmacy,-26.2084871,27.9834762,Public
Gauteng,,Claremont Clinic,-26.17743,27.95632,Public
Gauteng,Tshwane MM,Clicks - Fedlife Forum,-25.747823,28.19343,Private
Gauteng,,Clicks Pharmacy - 111 Commissioner Street,-26.2044913,28.0439069,Private
Gauteng,,Clicks Pharmacy - Alberton City,-26.2640896,28.1225079,Private
Gauteng,,Clicks Pharmacy - Appleton's Village Randburg,-26.094231,27.985099,Private
Gauteng,,Clicks Pharmacy - Atterbury,-25.7888601,28.308131,Private
Gauteng,,Clicks Pharmacy - Bedford Centre,-26.1886269,28.1240953,Private
Gauteng,,Clicks Pharmacy - Bedworth Centre,-26.5969312,27.9014654,Private
Gauteng,,Clicks Pharmacy - Benoni Lake,-26.184916,28.315054,Private
Gauteng,,Clicks Pharmacy - Brackenhurst,-26.30951503,28.10800389,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Brightwater Commons (Ferndale on Republic),-26.10170836,27.99022797,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Broadacres,-26.00115216,27.98321244,Private
Gauteng,,Clicks Pharmacy - Campus Square,-26.181984,28.0047283,Private
Gauteng,,Clicks Pharmacy - Carletonville Mall,-26.3536803,27.3602774,Private
Gauteng,,Clicks Pharmacy - Carletonville Mall,-26.3536803,27.3602774,Private
Gauteng,,Clicks Pharmacy - Carnival Mall,-26.251165,28.317998,Private
Gauteng,,Clicks Pharmacy - Cedar Road,-26.01678139,27.99953348,Private
Gauteng,,Clicks Pharmacy - Centurion Lifestyle Centre,-25.87688167,28.16523091,Private
Gauteng,,Clicks Pharmacy - Chris Hani,-26.34346074,28.18162827,Private
Gauteng,,Clicks Pharmacy - Clearwater,-26.12684,27.90435,Private
Gauteng,,Clicks Pharmacy - Columbine Square,-26.2729497,28.0297669,Private
Gauteng,,Clicks Pharmacy - Cradlestone Mall,-26.0602352,27.8377235,Private
Gauteng,,Clicks Pharmacy - Cresta,-26.1304144,27.9742829,Private
Gauteng,,Clicks Pharmacy - Crowthorne,-25.97396864,28.08020259,Private
Gauteng,,Clicks Pharmacy - Dainfern Square,-25.9924734,28.0139317,Private
Gauteng,Tshwane MM,Clicks Pharmacy - Doornkloof,-25.856272,28.216187,Private
Gauteng,Tshwane MM,Clicks Pharmacy - Doringkloof,-25.856272,28.216187,Private
Gauteng,Ekurhuleni MM,Clicks Pharmacy - Eastgate,-26.18005757,28.11879709,Private
Gauteng,Ekurhuleni MM,Clicks Pharmacy - Eastrand Mall,-26.1812849,28.2403872,Private
Gauteng,,Clicks Pharmacy - Eastrand Mall,-26.1812849,28.2403872,Private
Gauteng,,Clicks Pharmacy - Eco Boulevard,-25.8766107,28.1750329,Private
Gauteng,,Clicks Pharmacy - Edenmeadow,-26.1215185,28.13832922,Private
Gauteng,,Clicks Pharmacy - Eldo Square,-25.83638242,28.14028188,Private
Gauteng,,Clicks Pharmacy - Elspark,-26.2683913,28.22537681,Private
Gauteng,,Clicks Pharmacy - Evaton Mall,-26.53183586,27.82666465,Private
Gauteng,,Clicks Pharmacy - Eyethu Orange Farm,-26.469983,27.8702784,Private
Gauteng,,Clicks Pharmacy - Fairlands Walk,-26.1187432,27.9558078,Private
Gauteng,,Clicks Pharmacy - Farrarmere,-26.16184647,28.2963125,Private
Gauteng,,Clicks Pharmacy - Festival Mall,-26.10556143,28.22345952,Private
Gauteng,,Clicks Pharmacy - Forest Hill,-25.8927201,28.0965511,Private
Gauteng,,Clicks Pharmacy - Fourways,-26.019128,28.007269,Private
Gauteng,Tshwane MM,Clicks Pharmacy - Garankuwa,-25.4572249,28.097728,Private
Gauteng,,Clicks Pharmacy - Garankuwa,-25.45723115,28.09772948,Private
Gauteng,Tshwane MM,Clicks Pharmacy - Gezina Galleries,-25.7196595,28.2071369,Private
Gauteng,,Clicks Pharmacy - Heathway Square,-26.12777538,27.96732474,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Honey Crest,-26.0938588,27.940866,Private
Gauteng,,Clicks Pharmacy - Jubilee Mall,-25.406354,28.267365,Private
Gauteng,,Clicks Pharmacy - Kagiso Mall,-26.1665986,27.7801931,Private
Gauteng,,Clicks Pharmacy - Karaglen Mall,-26.1362735,28.1800061,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Kayalami Mall,-25.9837207,28.0756829,Private
Gauteng,,Clicks Pharmacy - Kayalami Mall,-25.9837207,28.0756829,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Killarney Mall,-26.1656657,28.0542893,Private
Gauteng,,Clicks Pharmacy - Kolonade,-25.6814232,28.2520656,Private
Gauteng,,Clicks Pharmacy - Kyalami,-25.98374794,28.07568629,Private
Gauteng,Ekurhuleni MM,Clicks Pharmacy - Lambton,-26.2481392,28.1802481,Private
Gauteng,,Clicks Pharmacy - Mall of Africa,-26.0156927,28.1080538,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Mall of The South,-26.3157368,28.0621456,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Maponya Mall,-26.259209,27.901292,Private
Gauteng,,Clicks Pharmacy - Marylone Mall,-25.90704224,28.14100312,Private
Gauteng,,Clicks Pharmacy - Melrose Arch,-26.1326241,28.068914,Private
Gauteng,,Clicks Pharmacy - Menlyn Park,-25.78235174,28.27640525,Private
Gauteng,Tshwane MM,Clicks Pharmacy - Menlyn Retail Park,-25.78803746,28.27736266,Private
Gauteng,,Clicks Pharmacy - Meyersdal,-26.29088034,28.09169139,Private
Gauteng,,Clicks Pharmacy - Midrand,-25.9968072,28.12685597,Private
Gauteng,,Clicks Pharmacy - Midway Mews,-25.9876309,28.1129542,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Nicolway,-26.052745,28.0204358,Private
Gauteng,,Clicks Pharmacy - Noordheuwel,-26.09000428,27.81807712,Private
Gauteng,,Clicks Pharmacy - Norkem Mall,-26.06312,28.2199,Private
Gauteng,,Clicks Pharmacy - Northmead Square,-26.16283,28.32259,Private
Gauteng,,Clicks Pharmacy - Northpark,-25.677101,28.171591,Private
Gauteng,,Clicks Pharmacy - Norwood Mall,-26.14835063,28.08002245,Private
Gauteng,,Clicks Pharmacy - Oakfields,-26.1497049,28.310213,Private
Gauteng,,Clicks Pharmacy - Olivedale,-26.05396857,27.97178128,Private
Gauteng,,Clicks Pharmacy - Olympus Village,-25.7986991,28.3335044,Private
Gauteng,,Clicks Pharmacy - Parkrand,-26.246103,28.278965,Private
Gauteng,,Clicks Pharmacy - Parkview,-25.81807454,28.30335123,Private
Gauteng,,Clicks Pharmacy - Percegold,-25.748083,28.1892676,Private
Gauteng,,Clicks Pharmacy - Protea Gardens,-26.28615672,27.84701644,Private
Gauteng,,Clicks Pharmacy - Protea Mall Brixton,-26.1947398,27.9994719,Private
Gauteng,,Clicks Pharmacy - Quagga Centre,-25.7479042,28.1478709,Private
Gauteng,,Clicks Pharmacy - Queenswood Quarter,-25.7319675,28.2467451,Private
Gauteng,,Clicks Pharmacy - Rand Steam,-26.1816459,28.0159859,Private
Gauteng,,Clicks Pharmacy - Riverside Boulevard,-26.7341191,27.8382055,Private
Gauteng,,Clicks Pharmacy - Rivonia Village,-26.058906,28.0610739,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Rosebank Mall,-26.146436,28.041668,Private
Gauteng,,Clicks Pharmacy - Sancardia,-25.74510941,28.20406574,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Sandton City,-26.1093333,28.0513325,Private
Gauteng,,Clicks Pharmacy - Selcourt Towers,-26.29261044,28.45314948,Private
Gauteng,,Clicks Pharmacy - Silverton,-25.735256,28.312416,Private
Gauteng,,Clicks Pharmacy - Sinoville,-25.679058,28.21780103,Private
Gauteng,,Clicks Pharmacy - Soshanguve Crossing,-25.550444,28.089983,Private
Gauteng,,Clicks Pharmacy - South Downs,-25.884745,28.204093,Private
Gauteng,,Clicks Pharmacy - South Downs,-25.88475424,28.20409123,Private
Gauteng,,Clicks Pharmacy - Southgate,-26.2665274,27.9820636,Private
Gauteng,,Clicks Pharmacy - Station Square,-25.7556146,28.1844762,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Steeldale,-26.249771,28.095214,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Sunninghill,-26.0286257,28.061735,Private
Gauteng,,Clicks Pharmacy - The Angelo,-26.4230259,28.4588975,Private
Gauteng,,Clicks Pharmacy - The Glen Shopping Centre,-26.268759,28.051979,Private
Gauteng,,Clicks Pharmacy - The Grove,-25.76614866,28.32401764,Private
Gauteng,Tshwane MM,Clicks Pharmacy - The Mall at Reds,-25.87110164,28.13653654,Private
Gauteng,,Clicks Pharmacy - Town Square,-26.13687047,27.91897015,Private
Gauteng,Johannesburg MM,Clicks Pharmacy - Trade Route Mall,-26.326702,27.869549,Private
Gauteng,,Clicks Pharmacy - Tsakane,-26.353166,28.371729,Private
Gauteng,,Clicks Pharmacy - Tshwane Mall,-25.7198843,28.3428549,Private
Gauteng,,Clicks Pharmacy - Vaal Gate,-26.6990509,27.8374962,Private
Gauteng,,Clicks Pharmacy - Valley Center,-26.11505,28.02248,Private
Gauteng,,Clicks Pharmacy - Village at Moreletta,-25.8377737,28.301771,Private
Gauteng,,Clicks Pharmacy - Village at Moreletta,-25.83774635,28.3017308,Private
Gauteng,,Clicks Pharmacy - Village View,-26.1839879,28.1357045,Private
Gauteng,,Clicks Pharmacy - Westgate,-26.1369589,27.860097,Private
Gauteng,,Clicks Pharmacy - Wonderboom Junction,-25.6847012,28.1887862,Private
Gauteng,,Clicks Pharmacy - Wonderpark,-25.67365565,28.11040515,Private
Gauteng,,Clicks Pharmacy - Woodbridge Mall,-26.07985245,28.24664148,Private
Gauteng,Tshwane MM,Clicks Pharmacy - Woodhill,-25.8231115,28.310818,Private
Gauteng,Tshwane MM,Clicks Pharmacy - Woodlands,-25.82294728,28.31155829,Private
Gauteng,,Clicks Pharmacy Comaro View,-26.2788132,28.0670796,Private
Gauteng,,Clicks Pharmacy Springs,-26.27601613,28.4562356,Private
Gauteng,,Clicks Pharmacy Watermeyer,-25.74425388,28.2940465,Private
Gauteng,,Clicks Pharmacy- 6th Street Mall,-26.256292,28.4418132,Private
Gauteng,,Clicks Pharmacy- Atlasville,-26.15869907,28.28211331,Private
Gauteng,,Clicks Pharmacy- Balfour Park,-26.13613817,28.08742194,Private
Gauteng,,Clicks Pharmacy- Bronkhorstspruit,-25.80575099,28.74604462,Private
Gauteng,,Clicks Pharmacy- Centurion,-25.8576079,28.1868456,Private
Gauteng,,Clicks Pharmacy- Cornwall View,-25.83686097,28.2525121,Private
Gauteng,,Clicks Pharmacy- Featherbrooke Village Shop Centre,-26.09134266,27.87172916,Private
Gauteng,,Clicks Pharmacy- River Square Centre,-26.66207596,27.97157192,Private
Gauteng,,Clicks Pharmacy- Southdale Shopping Centre,-26.24180881,28.02319397,Private
Gauteng,Ekurhuleni MM,Clinix Botshelong-Empilweni Private Hospital,-26.34405972,28.21818118,Private
Gauteng,Johannesburg MM,Clinix Dr SK Matseke Memorial Hospital,-26.25843894,27.93563017,Private
Gauteng,Sedibeng DM,Clinix Naledi-Nkanyezi Private Hospital,-26.61597288,27.84815945,Private
Gauteng,Johannesburg MM,Clinix Solomon Stix Morewa Memorial Hospital,-26.22144576,28.04334468,Private
Gauteng,Johannesburg MM,Clinix Tshepo-Themba Private Hospital,-26.20521035,27.87440927,Private
Gauteng,Tshwane MM,Concordia Pharmacy,-25.7677179,28.2667608,Private
Gauteng,,Conquerors Through Christ Ministries,-25.7642979,28.08678982,Public
Gauteng,,Cornerstone Pharmacy - Honeydew,-26.0893669,27.9284144,Private
Gauteng,,Cornerstone Pharmacy Bryanston,-26.0483729,28.0213168,Private
Gauteng,,Cornerstone Pharmacy Constantia,-26.1507141,27.9203722,Private
Gauteng,,Cosmo City Multi-purpose Centre,-26.02084488,27.92992387,Public
Gauteng,West Rand DM,Country Pharmacy,-25.998919,27.545589,Private
Gauteng,,Crystal Park Clinic,-26.1361,28.37031,Public
Gauteng,,Cullinan Petra Mine,-25.6686645,28.5160036,Private
Gauteng,Tshwane MM,Cullinan Pharmacy,-25.6717035,28.5186114,Private
Gauteng,Johannesburg MM,Dahya's Pharmacy,-26.1874014,27.9530907,Private
Gauteng,,Dan Kubheka Clinic,-26.1874,28.39451,Public
Gauteng,,Dan Kubheka Clinic,-26.1875652,28.3944857,Public
Gauteng,Johannesburg MM,Danie van Zyl Recreation Centre,-26.1754644,27.958243,Public
Gauteng,,Danny Van Zyl Recreational Centre,-26.18012006,27.96005761,Public
Gauteng,,Danville Clinic,-25.74772,28.13359,Public
Gauteng,,Dark City Community Health Centre,-25.67501,28.72655,Public
Gauteng,,Daveyton East Clinic,-26.1343,28.44056,Private
Gauteng,Ekurhuleni MM,Daveyton Main Community Day Clinic,-26.15781698,28.40497977,Public
Gauteng,,Dawn Park Clinic,-26.3064,28.2576,Public
Gauteng,West Rand DM,De Villiers Health and Home Pharmacy,-26.357401,27.394936,Private
Gauteng,,De Wagensdrift Clinic,-25.5142,28.52835,Public
Gauteng,,Denmar Specialist Psychiatric Hospital,-25.8028309,28.2987538,Private
Gauteng,,Dewagensdrift Clinic,-25.51002766,28.53492062,Public
Gauteng,Ekurhuleni MM,DH Williams Hall,-26.3149396,28.1541219,Public
Gauteng,,Diehoek Clinic,-26.726,27.8462,Public
Gauteng,Johannesburg MM,Diepkloof Community Hall,-26.2332269,27.936145,Public
Gauteng,Johannesburg MM,Diepkloof Provincial Clinic,-26.23381334,27.95263644,Public
Gauteng,,Diepsloot South Clinic,-25.92169,28.01499,Public
Gauteng,Johannesburg MM,Diepsloot Youth Centre,-25.9363078,27.9999171,Public
Gauteng,,Dilopye Clinic,-25.38296,28.19353,Public
Gauteng,,Dinokeng Game Reserve,-25.40093852,28.30708544,Public
Gauteng,Tshwane MM,Dis-Chem Centurion Pharmacy,-25.8565178,28.1875121,Private
Gauteng,Ekurhuleni MM,Dis-Chem East Rand Pharmacy,-26.1800259,28.2389626,Private
Gauteng,Johannesburg MM,Dis-Chem Fourways Mall Pharmacy,-26.01872686,28.00697095,Private
Gauteng,Johannesburg MM,Dis-Chem Jabulani Mall Pharmacy,-26.24893599,27.86441995,Private
Gauteng,Johannesburg MM,Dis-Chem Mall of Africa Pharmacy,-26.01479391,28.10584524,Private
Gauteng,Johannesburg MM,Dis-Chem Mall of the South Pharmacy,-26.31455894,28.05854981,Private
Gauteng,,Dis-Chem Pharmacy - Bracken Gardens,-26.3277658,28.0987755,Private
Gauteng,,Dis-Chem Pharmacy - Mondeor,-26.2767607,28.0101589,Private
Gauteng,,Dis-Chem Pharmacy - Olympus,-25.7963769,28.321911,Private
Gauteng,,Dis-Chem Pharmacy - Rosebank Mall,-26.1464828,28.0411739,Private
Gauteng,,Dis-Chem Pharmacy - Rynfield Terrace,-26.13616,28.34754,Private
Gauteng,,Dis-Chem Pharmacy - Wonderpark,-25.67286,28.11052,Private
Gauteng,,Dis-Chem Pharmacy Braamfontein,-26.19037576,28.03730168,Private
Gauteng,,Dis-Chem Pharmacy East Point Mall,-26.18048624,28.24848543,Private
Gauteng,,Dis-Chem Pharmacy Heidelberg Mall,-26.49323235,28.37260971,Private
Gauteng,Johannesburg MM,Dis-chem Pharmacy in Midrand,-26.0174135,28.1281964,Private
Gauteng,,Dis-Chem Pharmacy Krugersdorp,-26.09784681,27.77615521,Private
Gauteng,,Dis-Chem Pharmacy Menlyn Park ,-25.78283465,28.27487906,Private
Gauteng,,Disa Pharmacy,-25.8071053,28.3167821,Private
Gauteng,Johannesburg MM,Discoverers Community Health Centre,-26.1663,27.8929,Public
Gauteng,Johannesburg MM,Discovery - Virgin Active Broadacres,-26.00196727,27.98402647,Private
Gauteng,Tshwane MM,Discovery - Virgin Active Centurion,-25.8670648,28.2003013,Private
Gauteng,Johannesburg MM,Discovery - Virgin Active Little Falls,-26.11331736,27.8943366,Private
Gauteng,,DMA Kromdraai Clinic,-25.98821,27.78312,Public
Gauteng,Tshwane MM,Doornpoort Clinic,-25.65413685,28.25293325,Public
Gauteng,Ekurhuleni MM,Dowerglen Pharmacy,-26.143869,28.138185,Private
Gauteng,,Dr BH Modi,-26.202181,28.039042,Private
Gauteng,,Dr George Mukhari Hospital,-25.61904,28.01216,Public
Gauteng,Johannesburg MM,Dr GM Pitje Day Hospital,-26.20396,28.0470999,Private
Gauteng,,Dr Helga Kuhn Clinic,-26.65089611,27.98569513,Public
Gauteng,,Dr Ramirez Martinez Clinic,-26.07318,27.75231,Public
Gauteng,,Dr Rufus Nortje and Associates,-25.6817591,28.2728867,Private
Gauteng,West Rand DM,Dr Yusuf Dadoo Hospital,-26.0991161,27.7817163,Public
Gauteng,,Driehoek Clinic,-26.72610717,27.8460608,Public
Gauteng,Ekurhuleni MM,Duduza Clinic,-26.3752808,28.4102061,Public
Gauteng,,Dukathole Clinic,-26.2257,28.19057,Public
Gauteng,,Duxmed Pharmacy,-26.3869006,27.8554605,Private
Gauteng,,East Lynne Clinic,-25.70512,28.2846,Public
Gauteng,Ekurhuleni MM,East Park Pharmacy,-26.2043373,28.4148154,Private
Gauteng,,East Rand Regional Pharmacy,-26.3301438,28.4041226,Private
Gauteng,,East Rand Retail Park,-26.17966766,28.24994089,Public
Gauteng,,Eastleigh Pharmacy,-26.1297049,28.1616976,Private
Gauteng,,Ebony Park (Kaal) Clinic,-25.9939436,28.1798488,Public
Gauteng,,Edenvale Hospital,-26.12748757,28.12973316,Private
Gauteng,,Edenvale Methodist Church,-26.1437844,28.15212386,Public
Gauteng,Tshwane MM,Eersterust Community Health Centre,-25.70693944,28.30950118,Public
Gauteng,,Eikenhof Prov Clinic,-26.33339,27.98693,Public
Gauteng,Tshwane MM,Ekangala Clinic (Community Hall),-25.6976476,28.752575,Public
Gauteng,,Eldoraigne Clinic,-25.8361,28.1494,Public
Gauteng,,Elsburg Clinic,-26.24492,28.20003,Public
Gauteng,,Emaphupheni Clinic,-26.10684453,28.48263636,Public
Gauteng,,Empilisweni Community Day Centre,-26.5476,27.8735,Public
Gauteng,,Endayeni Clinic,-26.01965341,28.19134691,Public
Gauteng,Johannesburg MM,Ennerdale Civic,-26.40353686,27.83252472,Public
Gauteng,Johannesburg MM,Ennerdale Ext 9 Community Centre,-26.4030373,27.8303801,Public
Gauteng,,Erasmia Pharmacy,-25.8119039,28.092042,Private
Gauteng,,Eric Ndeleni Clinic,-26.19463,27.7684,Public
Gauteng,Ekurhuleni MM,Esangweni Community Health Centre,-26.02200313,28.20127411,Public
Gauteng,West Rand DM,Esidimeni Recovery Centre NPC - Randfontein,-26.1800806,27.7111566,Public
Gauteng,,Ethafeni Clinic,-26.02295902,28.21414566,Public
Gauteng,,Evaton Main Clinic,-26.5315,27.8658,Public
Gauteng,Tshwane MM,Faerie Glen Medical Centre Pharmacy,-25.78418,28.2911561,Private
Gauteng,,Fanyana Nhlapo Clinic,-26.15222,27.78694,Public
Gauteng,,Far East Rand Hospital,-26.23545,28.40367,Public
Gauteng,Tshwane MM,Fedsure Forum - Clicks,-25.7477967,28.193257,Private
Gauteng,,Ferryvale Pharmacy,-26.4305383,27.3679721,Private
Gauteng,Tshwane MM,FF Ribeiro Clinic,-25.74447596,28.19529773,Public
Gauteng,,Fine Town MultiPurpose Centre,-26.41210476,27.86167048,Public
Gauteng,,Finetown Multi Purpose Hall,-26.4120457,27.8617813,Public
Gauteng,,Firstcare Courier Pharmacy,-26.0968899,27.79377,Private
Gauteng,Johannesburg MM,Fleurhof Community Center,-26.2019353,27.9119819,Public
Gauteng,West Rand DM,Fochville Civic Centre,-26.4766935,27.4971891,Public
Gauteng,,Folang Clinic,-25.74971,28.174,Public
Gauteng,,Forest Hill City,-25.89104473,28.09705968,Public
Gauteng,,Freedom Park Clinic,-26.2980878,27.9340324,Public
Gauteng,,Freedom Park Community Hall,-26.3000798,27.9256326,Public
Gauteng,,Ga-Rankuwa Hall Zone 1,-25.616625,27.984464,Public
Gauteng,,Ga-Rankuwa Mall,-25.59118336,27.99152867,Public
Gauteng,,Garankuwa View Clinic,-25.54827,27.98206,Public
Gauteng,,Gazankulu Clinic,-25.7808,28.05619,Public
Gauteng,,Geluksdal Clinic,-26.3418,28.36153,Public
Gauteng,,Gelvan's Pharmacy (Sauer Street),-26.203105,28.0443608,Private
Gauteng,,Germiston City Clinic,-26.21729,28.16421,Public
Gauteng,Ekurhuleni MM,Giant Nest Health Pharmacy,-26.0000133,28.2316204,Private
Gauteng,Johannesburg MM,Glen Health Pharmacy,-26.273525,27.804704,Private
Gauteng,Johannesburg MM,Glenanda Clinic,-26.27095515,28.03831847,Public
Gauteng,,Glenharvie clinic,-26.3899,27.6157,Public
